ring,pos,pan,tilt,zoom,x_pan,y_tilt
1,E,59.0628,-14.7909,6551,1,1
1,E,64.3109,-14.7909,6551,2,1
1,E,69.559,-14.7909,6551,3,1
1,E,74.8071,-14.7909,6551,4,1
1,E,80.0552,-14.7909,6551,5,1
1,E,85.3033,-14.7909,6551,6,1
1,E,90.5514,-14.7909,6551,7,1
1,E,95.7995,-14.7909,6551,8,1
1,E,101.0476,-14.7909,6551,9,1
1,E,106.2957,-14.7909,6551,10,1
1,E,59.0628,-16.304,6551,1,2
1,E,64.3109,-16.304,6551,2,2
1,E,69.559,-16.304,6551,3,2
1,E,74.8071,-16.304,6551,4,2
1,E,80.0552,-16.304,6551,5,2
1,E,85.3033,-16.304,6551,6,2
1,E,90.5514,-16.304,6551,7,2
1,E,95.7995,-16.304,6551,8,2
1,E,101.0476,-16.304,6551,9,2
1,E,106.2957,-16.304,6551,10,2
1,E,59.0628,-17.8171,6551,1,3
1,E,64.3109,-17.8171,6551,2,3
1,E,69.559,-17.8171,6551,3,3
1,E,74.8071,-17.8171,6551,4,3
1,E,80.0552,-17.8171,6551,5,3
1,E,85.3033,-17.8171,6551,6,3
1,E,90.5514,-17.8171,6551,7,3
1,E,95.7995,-17.8171,6551,8,3
1,E,101.0476,-17.8171,6551,9,3
1,E,106.2957,-17.8171,6551,10,3
1,E,59.0628,-19.3302,6551,1,4
1,E,64.3109,-19.3302,6551,2,4
1,E,69.559,-19.3302,6551,3,4
1,E,74.8071,-19.3302,6551,4,4
1,E,80.0552,-19.3302,6551,5,4
1,E,85.3033,-19.3302,6551,6,4
1,E,90.5514,-19.3302,6551,7,4
1,E,95.7995,-19.3302,6551,8,4
1,E,101.0476,-19.3302,6551,9,4
1,E,106.2957,-19.3302,6551,10,4
1,E,59.0628,-20.8433,6551,1,5
1,E,64.3109,-20.8433,6551,2,5
1,E,69.559,-20.8433,6551,3,5
1,E,74.8071,-20.8433,6551,4,5
1,E,80.0552,-20.8433,6551,5,5
1,E,85.3033,-20.8433,6551,6,5
1,E,90.5514,-20.8433,6551,7,5
1,E,95.7995,-20.8433,6551,8,5
1,E,101.0476,-20.8433,6551,9,5
1,E,106.2957,-20.8433,6551,10,5
1,E,59.0628,-22.3564,6551,1,6
1,E,64.3109,-22.3564,6551,2,6
1,E,69.559,-22.3564,6551,3,6
1,E,74.8071,-22.3564,6551,4,6
1,E,80.0552,-22.3564,6551,5,6
1,E,85.3033,-22.3564,6551,6,6
1,E,90.5514,-22.3564,6551,7,6
1,E,95.7995,-22.3564,6551,8,6
1,E,101.0476,-22.3564,6551,9,6
1,E,106.2957,-22.3564,6551,10,6
1,E,59.0628,-23.8695,6551,1,7
1,E,64.3109,-23.8695,6551,2,7
1,E,69.559,-23.8695,6551,3,7
1,E,74.8071,-23.8695,6551,4,7
1,E,80.0552,-23.8695,6551,5,7
1,E,85.3033,-23.8695,6551,6,7
1,E,90.5514,-23.8695,6551,7,7
1,E,95.7995,-23.8695,6551,8,7
1,E,101.0476,-23.8695,6551,9,7
1,E,106.2957,-23.8695,6551,10,7
1,E,59.0628,-25.3826,6551,1,8
1,E,64.3109,-25.3826,6551,2,8
1,E,69.559,-25.3826,6551,3,8
1,E,74.8071,-25.3826,6551,4,8
1,E,80.0552,-25.3826,6551,5,8
1,E,85.3033,-25.3826,6551,6,8
1,E,90.5514,-25.3826,6551,7,8
1,E,95.7995,-25.3826,6551,8,8
1,E,101.0476,-25.3826,6551,9,8
1,E,106.2957,-25.3826,6551,10,8
1,E,59.0628,-26.8957,6551,1,9
1,E,64.3109,-26.8957,6551,2,9
1,E,69.559,-26.8957,6551,3,9
1,E,74.8071,-26.8957,6551,4,9
1,E,80.0552,-26.8957,6551,5,9
1,E,85.3033,-26.8957,6551,6,9
1,E,90.5514,-26.8957,6551,7,9
1,E,95.7995,-26.8957,6551,8,9
1,E,101.0476,-26.8957,6551,9,9
1,E,106.2957,-26.8957,6551,10,9
1,E,59.0628,-28.4088,6551,1,10
1,E,64.3109,-28.4088,6551,2,10
1,E,69.559,-28.4088,6551,3,10
1,E,74.8071,-28.4088,6551,4,10
1,E,80.0552,-28.4088,6551,5,10
1,E,85.3033,-28.4088,6551,6,10
1,E,90.5514,-28.4088,6551,7,10
1,E,95.7995,-28.4088,6551,8,10
1,E,101.0476,-28.4088,6551,9,10
1,E,106.2957,-28.4088,6551,10,10
1,E,59.0628,-29.9219,6551,1,11
1,E,64.3109,-29.9219,6551,2,11
1,E,69.559,-29.9219,6551,3,11
1,E,74.8071,-29.9219,6551,4,11
1,E,80.0552,-29.9219,6551,5,11
1,E,85.3033,-29.9219,6551,6,11
1,E,90.5514,-29.9219,6551,7,11
1,E,95.7995,-29.9219,6551,8,11
1,E,101.0476,-29.9219,6551,9,11
1,E,106.2957,-29.9219,6551,10,11
1,E,59.0628,-31.435,6551,1,12
1,E,64.3109,-31.435,6551,2,12
1,E,69.559,-31.435,6551,3,12
1,E,74.8071,-31.435,6551,4,12
1,E,80.0552,-31.435,6551,5,12
1,E,85.3033,-31.435,6551,6,12
1,E,90.5514,-31.435,6551,7,12
1,E,95.7995,-31.435,6551,8,12
1,E,101.0476,-31.435,6551,9,12
1,E,106.2957,-31.435,6551,10,12
1,E,59.0628,-32.9481,6551,1,13
1,E,64.3109,-32.9481,6551,2,13
1,E,69.559,-32.9481,6551,3,13
1,E,74.8071,-32.9481,6551,4,13
1,E,80.0552,-32.9481,6551,5,13
1,E,85.3033,-32.9481,6551,6,13
1,E,90.5514,-32.9481,6551,7,13
1,E,95.7995,-32.9481,6551,8,13
1,E,101.0476,-32.9481,6551,9,13
1,E,106.2957,-32.9481,6551,10,13
1,E,59.0628,-34.4612,6551,1,14
1,E,64.3109,-34.4612,6551,2,14
1,E,69.559,-34.4612,6551,3,14
1,E,74.8071,-34.4612,6551,4,14
1,E,80.0552,-34.4612,6551,5,14
1,E,85.3033,-34.4612,6551,6,14
1,E,90.5514,-34.4612,6551,7,14
1,E,95.7995,-34.4612,6551,8,14
1,E,101.0476,-34.4612,6551,9,14
1,E,106.2957,-34.4612,6551,10,14
1,E,59.0628,-35.9743,6551,1,15
1,E,64.3109,-35.9743,6551,2,15
1,E,69.559,-35.9743,6551,3,15
1,E,74.8071,-35.9743,6551,4,15
1,E,80.0552,-35.9743,6551,5,15
1,E,85.3033,-35.9743,6551,6,15
1,E,90.5514,-35.9743,6551,7,15
1,E,95.7995,-35.9743,6551,8,15
1,E,101.0476,-35.9743,6551,9,15
1,E,106.2957,-35.9743,6551,10,15
1,E,59.0628,-37.4874,6551,1,16
1,E,64.3109,-37.4874,6551,2,16
1,E,69.559,-37.4874,6551,3,16
1,E,74.8071,-37.4874,6551,4,16
1,E,80.0552,-37.4874,6551,5,16
1,E,85.3033,-37.4874,6551,6,16
1,E,90.5514,-37.4874,6551,7,16
1,E,95.7995,-37.4874,6551,8,16
1,E,101.0476,-37.4874,6551,9,16
1,E,106.2957,-37.4874,6551,10,16
1,E,59.0628,-39.0005,6551,1,17
1,E,64.3109,-39.0005,6551,2,17
1,E,69.559,-39.0005,6551,3,17
1,E,74.8071,-39.0005,6551,4,17
1,E,80.0552,-39.0005,6551,5,17
1,E,85.3033,-39.0005,6551,6,17
1,E,90.5514,-39.0005,6551,7,17
1,E,95.7995,-39.0005,6551,8,17
1,E,101.0476,-39.0005,6551,9,17
1,E,106.2957,-39.0005,6551,10,17
1,E,59.0628,-40.5136,6551,1,18
1,E,64.3109,-40.5136,6551,2,18
1,E,69.559,-40.5136,6551,3,18
1,E,74.8071,-40.5136,6551,4,18
1,E,80.0552,-40.5136,6551,5,18
1,E,85.3033,-40.5136,6551,6,18
1,E,90.5514,-40.5136,6551,7,18
1,E,95.7995,-40.5136,6551,8,18
1,E,101.0476,-40.5136,6551,9,18
1,E,106.2957,-40.5136,6551,10,18
1,E,59.0628,-42.0267,6551,1,19
1,E,64.3109,-42.0267,6551,2,19
1,E,69.559,-42.0267,6551,3,19
1,E,74.8071,-42.0267,6551,4,19
1,E,80.0552,-42.0267,6551,5,19
1,E,85.3033,-42.0267,6551,6,19
1,E,90.5514,-42.0267,6551,7,19
1,E,95.7995,-42.0267,6551,8,19
1,E,101.0476,-42.0267,6551,9,19
1,E,106.2957,-42.0267,6551,10,19
1,E,59.0628,-43.5398,6551,1,20
1,E,64.3109,-43.5398,6551,2,20
1,E,69.559,-43.5398,6551,3,20
1,E,74.8071,-43.5398,6551,4,20
1,E,80.0552,-43.5398,6551,5,20
1,E,85.3033,-43.5398,6551,6,20
1,E,90.5514,-43.5398,6551,7,20
1,E,95.7995,-43.5398,6551,8,20
1,E,101.0476,-43.5398,6551,9,20
1,E,106.2957,-43.5398,6551,10,20
1,E,59.0628,-45.0529,6551,1,21
1,E,64.3109,-45.0529,6551,2,21
1,E,69.559,-45.0529,6551,3,21
1,E,74.8071,-45.0529,6551,4,21
1,E,80.0552,-45.0529,6551,5,21
1,E,85.3033,-45.0529,6551,6,21
1,E,90.5514,-45.0529,6551,7,21
1,E,95.7995,-45.0529,6551,8,21
1,E,101.0476,-45.0529,6551,9,21
1,E,106.2957,-45.0529,6551,10,21
1,E,59.0628,-46.566,6551,1,22
1,E,64.3109,-46.566,6551,2,22
1,E,69.559,-46.566,6551,3,22
1,E,74.8071,-46.566,6551,4,22
1,E,80.0552,-46.566,6551,5,22
1,E,85.3033,-46.566,6551,6,22
1,E,90.5514,-46.566,6551,7,22
1,E,95.7995,-46.566,6551,8,22
1,E,101.0476,-46.566,6551,9,22
1,E,106.2957,-46.566,6551,10,22
1,E,59.0628,-48.0791,6551,1,23
1,E,64.3109,-48.0791,6551,2,23
1,E,69.559,-48.0791,6551,3,23
1,E,74.8071,-48.0791,6551,4,23
1,E,80.0552,-48.0791,6551,5,23
1,E,85.3033,-48.0791,6551,6,23
1,E,90.5514,-48.0791,6551,7,23
1,E,95.7995,-48.0791,6551,8,23
1,E,101.0476,-48.0791,6551,9,23
1,E,106.2957,-48.0791,6551,10,23
1,E,59.0628,-49.5922,6551,1,24
1,E,64.3109,-49.5922,6551,2,24
1,E,69.559,-49.5922,6551,3,24
1,E,74.8071,-49.5922,6551,4,24
1,E,80.0552,-49.5922,6551,5,24
1,E,85.3033,-49.5922,6551,6,24
1,E,90.5514,-49.5922,6551,7,24
1,E,95.7995,-49.5922,6551,8,24
1,E,101.0476,-49.5922,6551,9,24
1,E,106.2957,-49.5922,6551,10,24
1,E,59.0628,-51.1053,6551,1,25
1,E,64.3109,-51.1053,6551,2,25
1,E,69.559,-51.1053,6551,3,25
1,E,74.8071,-51.1053,6551,4,25
1,E,80.0552,-51.1053,6551,5,25
1,E,85.3033,-51.1053,6551,6,25
1,E,90.5514,-51.1053,6551,7,25
1,E,95.7995,-51.1053,6551,8,25
1,E,101.0476,-51.1053,6551,9,25
1,E,106.2957,-51.1053,6551,10,25
1,E,59.0628,-52.6184,6551,1,26
1,E,64.3109,-52.6184,6551,2,26
1,E,69.559,-52.6184,6551,3,26
1,E,74.8071,-52.6184,6551,4,26
1,E,80.0552,-52.6184,6551,5,26
1,E,85.3033,-52.6184,6551,6,26
1,E,90.5514,-52.6184,6551,7,26
1,E,95.7995,-52.6184,6551,8,26
1,E,101.0476,-52.6184,6551,9,26
1,E,106.2957,-52.6184,6551,10,26
1,E,59.0628,-54.1315,6551,1,27
1,E,64.3109,-54.1315,6551,2,27
1,E,69.559,-54.1315,6551,3,27
1,E,74.8071,-54.1315,6551,4,27
1,E,80.0552,-54.1315,6551,5,27
1,E,85.3033,-54.1315,6551,6,27
1,E,90.5514,-54.1315,6551,7,27
1,E,95.7995,-54.1315,6551,8,27
1,E,101.0476,-54.1315,6551,9,27
1,E,106.2957,-54.1315,6551,10,27
1,E,59.0628,-55.6446,6551,1,28
1,E,64.3109,-55.6446,6551,2,28
1,E,69.559,-55.6446,6551,3,28
1,E,74.8071,-55.6446,6551,4,28
1,E,80.0552,-55.6446,6551,5,28
1,E,85.3033,-55.6446,6551,6,28
1,E,90.5514,-55.6446,6551,7,28
1,E,95.7995,-55.6446,6551,8,28
1,E,101.0476,-55.6446,6551,9,28
1,E,106.2957,-55.6446,6551,10,28
1,E,59.0628,-57.1577,6551,1,29
1,E,64.3109,-57.1577,6551,2,29
1,E,69.559,-57.1577,6551,3,29
1,E,74.8071,-57.1577,6551,4,29
1,E,80.0552,-57.1577,6551,5,29
1,E,85.3033,-57.1577,6551,6,29
1,E,90.5514,-57.1577,6551,7,29
1,E,95.7995,-57.1577,6551,8,29
1,E,101.0476,-57.1577,6551,9,29
1,E,106.2957,-57.1577,6551,10,29
1,E,59.0628,-58.6708,6551,1,30
1,E,64.3109,-58.6708,6551,2,30
1,E,69.559,-58.6708,6551,3,30
1,E,74.8071,-58.6708,6551,4,30
1,E,80.0552,-58.6708,6551,5,30
1,E,85.3033,-58.6708,6551,6,30
1,E,90.5514,-58.6708,6551,7,30
1,E,95.7995,-58.6708,6551,8,30
1,E,101.0476,-58.6708,6551,9,30
1,E,106.2957,-58.6708,6551,10,30
1,E,59.0628,-60.1839,6551,1,31
1,E,64.3109,-60.1839,6551,2,31
1,E,69.559,-60.1839,6551,3,31
1,E,74.8071,-60.1839,6551,4,31
1,E,80.0552,-60.1839,6551,5,31
1,E,85.3033,-60.1839,6551,6,31
1,E,90.5514,-60.1839,6551,7,31
1,E,95.7995,-60.1839,6551,8,31
1,E,101.0476,-60.1839,6551,9,31
1,E,106.2957,-60.1839,6551,10,31
1,W,124.4564,-9.4359,6551,1,1
1,W,127.1452,-9.4359,6551,2,1
1,W,129.834,-9.4359,6551,3,1
1,W,132.5228,-9.4359,6551,4,1
1,W,135.2116,-9.4359,6551,5,1
1,W,137.9004,-9.4359,6551,6,1
1,W,140.5892,-9.4359,6551,7,1
1,W,143.278,-9.4359,6551,8,1
1,W,145.9668,-9.4359,6551,9,1
1,W,148.6556,-9.4359,6551,10,1
1,W,151.3444,-9.4359,6551,11,1
1,W,154.0332,-9.4359,6551,12,1
1,W,156.722,-9.4359,6551,13,1
1,W,159.4108,-9.4359,6551,14,1
1,W,162.0996,-9.4359,6551,15,1
1,W,164.7884,-9.4359,6551,16,1
1,W,167.4772,-9.4359,6551,17,1
1,W,170.166,-9.4359,6551,18,1
1,W,172.8548,-9.4359,6551,19,1
1,W,175.5436,-9.4359,6551,20,1
1,W,124.4564,-10.8309,6551,1,2
1,W,127.1452,-10.8309,6551,2,2
1,W,129.834,-10.8309,6551,3,2
1,W,132.5228,-10.8309,6551,4,2
1,W,135.2116,-10.8309,6551,5,2
1,W,137.9004,-10.8309,6551,6,2
1,W,140.5892,-10.8309,6551,7,2
1,W,143.278,-10.8309,6551,8,2
1,W,145.9668,-10.8309,6551,9,2
1,W,148.6556,-10.8309,6551,10,2
1,W,151.3444,-10.8309,6551,11,2
1,W,154.0332,-10.8309,6551,12,2
1,W,156.722,-10.8309,6551,13,2
1,W,159.4108,-10.8309,6551,14,2
1,W,162.0996,-10.8309,6551,15,2
1,W,164.7884,-10.8309,6551,16,2
1,W,167.4772,-10.8309,6551,17,2
1,W,170.166,-10.8309,6551,18,2
1,W,172.8548,-10.8309,6551,19,2
1,W,175.5436,-10.8309,6551,20,2
1,W,124.4564,-12.2259,6551,1,3
1,W,127.1452,-12.2259,6551,2,3
1,W,129.834,-12.2259,6551,3,3
1,W,132.5228,-12.2259,6551,4,3
1,W,135.2116,-12.2259,6551,5,3
1,W,137.9004,-12.2259,6551,6,3
1,W,140.5892,-12.2259,6551,7,3
1,W,143.278,-12.2259,6551,8,3
1,W,145.9668,-12.2259,6551,9,3
1,W,148.6556,-12.2259,6551,10,3
1,W,151.3444,-12.2259,6551,11,3
1,W,154.0332,-12.2259,6551,12,3
1,W,156.722,-12.2259,6551,13,3
1,W,159.4108,-12.2259,6551,14,3
1,W,162.0996,-12.2259,6551,15,3
1,W,164.7884,-12.2259,6551,16,3
1,W,167.4772,-12.2259,6551,17,3
1,W,170.166,-12.2259,6551,18,3
1,W,172.8548,-12.2259,6551,19,3
1,W,175.5436,-12.2259,6551,20,3
1,W,124.4564,-13.6209,6551,1,4
1,W,127.1452,-13.6209,6551,2,4
1,W,129.834,-13.6209,6551,3,4
1,W,132.5228,-13.6209,6551,4,4
1,W,135.2116,-13.6209,6551,5,4
1,W,137.9004,-13.6209,6551,6,4
1,W,140.5892,-13.6209,6551,7,4
1,W,143.278,-13.6209,6551,8,4
1,W,145.9668,-13.6209,6551,9,4
1,W,148.6556,-13.6209,6551,10,4
1,W,151.3444,-13.6209,6551,11,4
1,W,154.0332,-13.6209,6551,12,4
1,W,156.722,-13.6209,6551,13,4
1,W,159.4108,-13.6209,6551,14,4
1,W,162.0996,-13.6209,6551,15,4
1,W,164.7884,-13.6209,6551,16,4
1,W,167.4772,-13.6209,6551,17,4
1,W,170.166,-13.6209,6551,18,4
1,W,172.8548,-13.6209,6551,19,4
1,W,175.5436,-13.6209,6551,20,4
1,W,124.4564,-15.0159,6551,1,5
1,W,127.1452,-15.0159,6551,2,5
1,W,129.834,-15.0159,6551,3,5
1,W,132.5228,-15.0159,6551,4,5
1,W,135.2116,-15.0159,6551,5,5
1,W,137.9004,-15.0159,6551,6,5
1,W,140.5892,-15.0159,6551,7,5
1,W,143.278,-15.0159,6551,8,5
1,W,145.9668,-15.0159,6551,9,5
1,W,148.6556,-15.0159,6551,10,5
1,W,151.3444,-15.0159,6551,11,5
1,W,154.0332,-15.0159,6551,12,5
1,W,156.722,-15.0159,6551,13,5
1,W,159.4108,-15.0159,6551,14,5
1,W,162.0996,-15.0159,6551,15,5
1,W,164.7884,-15.0159,6551,16,5
1,W,167.4772,-15.0159,6551,17,5
1,W,170.166,-15.0159,6551,18,5
1,W,172.8548,-15.0159,6551,19,5
1,W,175.5436,-15.0159,6551,20,5
1,W,124.4564,-16.4109,6551,1,6
1,W,127.1452,-16.4109,6551,2,6
1,W,129.834,-16.4109,6551,3,6
1,W,132.5228,-16.4109,6551,4,6
1,W,135.2116,-16.4109,6551,5,6
1,W,137.9004,-16.4109,6551,6,6
1,W,140.5892,-16.4109,6551,7,6
1,W,143.278,-16.4109,6551,8,6
1,W,145.9668,-16.4109,6551,9,6
1,W,148.6556,-16.4109,6551,10,6
1,W,151.3444,-16.4109,6551,11,6
1,W,154.0332,-16.4109,6551,12,6
1,W,156.722,-16.4109,6551,13,6
1,W,159.4108,-16.4109,6551,14,6
1,W,162.0996,-16.4109,6551,15,6
1,W,164.7884,-16.4109,6551,16,6
1,W,167.4772,-16.4109,6551,17,6
1,W,170.166,-16.4109,6551,18,6
1,W,172.8548,-16.4109,6551,19,6
1,W,175.5436,-16.4109,6551,20,6
1,W,124.4564,-17.8059,6551,1,7
1,W,127.1452,-17.8059,6551,2,7
1,W,129.834,-17.8059,6551,3,7
1,W,132.5228,-17.8059,6551,4,7
1,W,135.2116,-17.8059,6551,5,7
1,W,137.9004,-17.8059,6551,6,7
1,W,140.5892,-17.8059,6551,7,7
1,W,143.278,-17.8059,6551,8,7
1,W,145.9668,-17.8059,6551,9,7
1,W,148.6556,-17.8059,6551,10,7
1,W,151.3444,-17.8059,6551,11,7
1,W,154.0332,-17.8059,6551,12,7
1,W,156.722,-17.8059,6551,13,7
1,W,159.4108,-17.8059,6551,14,7
1,W,162.0996,-17.8059,6551,15,7
1,W,164.7884,-17.8059,6551,16,7
1,W,167.4772,-17.8059,6551,17,7
1,W,170.166,-17.8059,6551,18,7
1,W,172.8548,-17.8059,6551,19,7
1,W,175.5436,-17.8059,6551,20,7
1,W,124.4564,-19.2009,6551,1,8
1,W,127.1452,-19.2009,6551,2,8
1,W,129.834,-19.2009,6551,3,8
1,W,132.5228,-19.2009,6551,4,8
1,W,135.2116,-19.2009,6551,5,8
1,W,137.9004,-19.2009,6551,6,8
1,W,140.5892,-19.2009,6551,7,8
1,W,143.278,-19.2009,6551,8,8
1,W,145.9668,-19.2009,6551,9,8
1,W,148.6556,-19.2009,6551,10,8
1,W,151.3444,-19.2009,6551,11,8
1,W,154.0332,-19.2009,6551,12,8
1,W,156.722,-19.2009,6551,13,8
1,W,159.4108,-19.2009,6551,14,8
1,W,162.0996,-19.2009,6551,15,8
1,W,164.7884,-19.2009,6551,16,8
1,W,167.4772,-19.2009,6551,17,8
1,W,170.166,-19.2009,6551,18,8
1,W,172.8548,-19.2009,6551,19,8
1,W,175.5436,-19.2009,6551,20,8
1,W,124.4564,-20.5959,6551,1,9
1,W,127.1452,-20.5959,6551,2,9
1,W,129.834,-20.5959,6551,3,9
1,W,132.5228,-20.5959,6551,4,9
1,W,135.2116,-20.5959,6551,5,9
1,W,137.9004,-20.5959,6551,6,9
1,W,140.5892,-20.5959,6551,7,9
1,W,143.278,-20.5959,6551,8,9
1,W,145.9668,-20.5959,6551,9,9
1,W,148.6556,-20.5959,6551,10,9
1,W,151.3444,-20.5959,6551,11,9
1,W,154.0332,-20.5959,6551,12,9
1,W,156.722,-20.5959,6551,13,9
1,W,159.4108,-20.5959,6551,14,9
1,W,162.0996,-20.5959,6551,15,9
1,W,164.7884,-20.5959,6551,16,9
1,W,167.4772,-20.5959,6551,17,9
1,W,170.166,-20.5959,6551,18,9
1,W,172.8548,-20.5959,6551,19,9
1,W,175.5436,-20.5959,6551,20,9
1,W,124.4564,-21.9909,6551,1,10
1,W,127.1452,-21.9909,6551,2,10
1,W,129.834,-21.9909,6551,3,10
1,W,132.5228,-21.9909,6551,4,10
1,W,135.2116,-21.9909,6551,5,10
1,W,137.9004,-21.9909,6551,6,10
1,W,140.5892,-21.9909,6551,7,10
1,W,143.278,-21.9909,6551,8,10
1,W,145.9668,-21.9909,6551,9,10
1,W,148.6556,-21.9909,6551,10,10
1,W,151.3444,-21.9909,6551,11,10
1,W,154.0332,-21.9909,6551,12,10
1,W,156.722,-21.9909,6551,13,10
1,W,159.4108,-21.9909,6551,14,10
1,W,162.0996,-21.9909,6551,15,10
1,W,164.7884,-21.9909,6551,16,10
1,W,167.4772,-21.9909,6551,17,10
1,W,170.166,-21.9909,6551,18,10
1,W,172.8548,-21.9909,6551,19,10
1,W,175.5436,-21.9909,6551,20,10
1,W,124.4564,-23.3859,6551,1,11
1,W,127.1452,-23.3859,6551,2,11
1,W,129.834,-23.3859,6551,3,11
1,W,132.5228,-23.3859,6551,4,11
1,W,135.2116,-23.3859,6551,5,11
1,W,137.9004,-23.3859,6551,6,11
1,W,140.5892,-23.3859,6551,7,11
1,W,143.278,-23.3859,6551,8,11
1,W,145.9668,-23.3859,6551,9,11
1,W,148.6556,-23.3859,6551,10,11
1,W,151.3444,-23.3859,6551,11,11
1,W,154.0332,-23.3859,6551,12,11
1,W,156.722,-23.3859,6551,13,11
1,W,159.4108,-23.3859,6551,14,11
1,W,162.0996,-23.3859,6551,15,11
